EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
660699846,EVANGELICA MISIONERA IGLESIA FARO DE LUZ,,CAROLINA SHOPPING CT STE 118,CAROLINA,PR,00986-0000,2046,03,9,7000,196911,1,10,000000000,5,01,,0,0,06,0,12,,,,,
660700340,TWIN CITY CRICKET ASSOCIATION INC,,243 ENFIELD GRN,FREDERIKSTED,VI,00840-4721,0000,03,3,1000,201912,1,15,000000000,1,01,,0,0,02,0,12,,,,N99,
660701458,ASESORES FINANCIEROS COMUNITARIOS INC,% SONIA CARRASQUILLO NIEVES,PO BOX 192726,SAN JUAN,PR,00919-2726,0000,03,3,1200,201010,1,15,000000000,1,01,201806,4,4,01,0,06,300101,342111,341410,S30,
660701972,COLEGIO LA MONSERRATE INC,,PO BOX 1314,HORMIGUEROS,PR,00660-5314,0000,03,3,1200,201303,1,11,000000000,1,01,201912,3,4,01,0,12,43781,128358,128358,B20,
660702655,TESORITOS DAYCARE & LEARNING CENTER INC,% URB LAGO HORIZONTE PASEO LAGO,867 CALLE CAMPECHE,PONCE,PR,00717-1653,0000,03,3,1000,201105,1,16,000000000,1,01,201912,4,4,01,0,12,277456,224125,224125,P33,
660702805,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,% TORRE CPA GROUP ZONA IND,3100 CARR 190 STE 201,CAROLINA,PR,00983-1983,0427,05,9,3000,194106,2,00,263000000,5,01,201712,3,3,01,0,12,72709,63787,63787,,4004 LOCAL UNION
660702811,TEMPLO UNITY DE BAYAMON,% ELIS FALGAS,PO BOX 608,BAYAMON,PR,00960-0608,2062,03,9,2700,197002,1,10,059029000,5,01,,0,0,06,0,12,,,,,
660702866,MINISTERIO EL REINO DE CRISTO INC,,CALLE C NO 52 URB PEPINO,SAN SEBASTIAN,PR,00685-0000,2046,03,9,7000,196911,1,10,000000000,5,01,,0,0,06,0,12,,,,,
660702867,IGLESIA TABERNACULO DE ADORACION CASA DEL JOVEN,% EDGARDO PADILLA APDO 406,PO BOX 43001,RIO GRANDE,PR,00745-6600,2046,03,9,7000,196911,1,10,000000000,5,01,,0,0,06,0,12,,,,,
660703072,MILITARY ORDER OF THE PURPLE HEART OF THE USA,% ANTHONY S PEREZ,PO BOX 2814,HAGATNA,GU,96932-2814,1495,19,9,1000,196008,1,00,908907000,5,01,201912,0,0,02,0,12,0,0,0,,0787 CHAPTER
660703073,MILITARY ORDER OF THE PURPLE HEART OF THE USA,% ANTHONY S PEREZ,PO BOX 2814,HAGATNA,GU,96932-2814,1495,19,9,1000,196008,1,00,908907000,5,01,201912,0,0,02,0,12,0,0,0,,2007 CHAPTER
660703075,MILITARY ORDER OF THE PURPLE HEART OF THE USA,% ANTHONY S PEREZ,PO BOX 2814,HAGATNA,GU,96932-2814,1495,19,9,1000,196008,2,00,908907000,5,01,201912,0,0,02,0,12,0,0,0,,DEPARTMENT OF ASIA PACIFIC
660703193,INSTITUTO DE PERMACULTURA DE PUERTO RICO INC,% MAX PEREZ,CALL BOX 2020 PMB 101,BARCELONETA,PR,00617-0000,0000,03,3,1000,201301,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,L21,
660703382,SVS CHRISTIAN ACADEMY INC,% SANTO VELEZ SANCHEZ,2770 AVE HOSTOS STE 201,MAYAGUEZ,PR,00682-6384,0000,03,3,2000,201004,1,11,000000000,1,01,,3,3,00,0,12,,,,B24,
660703415,CENTRO CRIOLLO DE CIENCIAS Y TECNOLOGIA INC,% LUIS R GONZALEZ ARGUESO,AVE GAUTIER BENITEZ 59,CAGUAS,PR,00725-0000,0000,03,3,2000,201404,1,15,000000000,1,01,201806,4,6,01,0,06,264760,1187741,1187741,A50,
660704420,ISLANDS MISSION COMMUNITY INC,,7718 SVRB,SIAPAN,MP,96950-0000,0000,03,3,7100,200902,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,AMEN CHURCH
660704749,FAITH OF CHRIST MINISTRIES INC,,PO BOX 6494,CHRISTIANSTED,VI,00823-6494,0000,03,3,7000,201608,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660705065,CENTRO DE PERIODISMO INVESTIGATIVO INC,% OMAYA SOSA PASCUAL,PO BOX 6834,SAN JUAN,PR,00914-6834,0000,03,3,2000,201111,1,15,000000000,1,01,201812,5,5,01,0,12,806489,770707,770707,A33,
660705189,ALIANZA DE JURISTAS CRISTIANOS,% IVETTE MONTES,PO BOX 1257,LUQUILLO,PR,00773-1257,0000,03,3,2000,201803,1,16,000000000,1,01,201812,0,0,02,0,12,0,0,0,R60,
660705205,PUERTO RICO CHAMBER OF COMMERCE FOUNDATION INC,,CALLE TETUAN 100,SAN JUAN,PR,00901-1810,0000,06,3,3000,200908,2,00,000000000,1,01,201912,1,0,02,0,12,1,0,0,S41,
660705690,IRIZARRY-PAGAN EDUCATIONAL SERVICES CORP,,PO BOX 1264,LAJAS,PR,00667-1264,0000,03,3,2000,201005,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,B21,
660705975,ALPHA PHI OMEGA,% JAPHET COLON-HERNANDEZ,PO BOX 368158,SAN JUAN,PR,00936-8158,1113,03,9,1000,196606,1,16,036000000,5,01,201912,0,0,02,0,12,0,0,0,B83,PUERTO RICO ALUMNI ASSOCIATION
660706107,RYDER HOME FOR THE ELDERLY INC,% JOSE O ORTIZGARCIA,PO BOX 859,HUMACAO,PR,00792-0859,0000,03,3,1000,200901,1,16,000000000,1,01,201909,5,5,01,0,09,923578,749122,749122,L22,
660706890,GUAM SEXUAL ASSAULT AND ABUSE RESOURCE CENTER,% ELLEN P BEZ MD,133 LAGOON DR,TAMUNING,GU,96913-3213,0000,03,3,1258,201504,1,16,000000000,5,01,201912,0,0,02,0,12,0,0,0,F42,GUAM SARC
660707874,ASOCIACION DE CONSULTORES Y CONTRATISTAS DE ENERGIA RENOVABLE,% WALTER PEDREIRA,PO BOX 16714,SAN JUAN,PR,00908-6714,0000,03,3,1200,201804,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,M20,
660707901,SAIPAN EVANGELICAL CHURCH INC,,PO BOX 785,QUEBRADILLAS,PR,00678-0785,0000,03,3,7000,201105,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660707904,CCRVA INC,% JULIO VARGAS,5 CALLE COFRESI,CABO ROJO,PR,00623-4220,3087,03,9,7000,197001,1,10,002006007,5,01,,0,0,06,0,12,,,,,
660708299,HOGAR ABRAZO DE AMOR INC,% JACKELINE RAMIREZ,PMB 903 BOX 144035,ARECIBO,PR,00614-0000,0000,03,3,5000,201002,1,15,000000000,1,01,201912,5,5,01,0,12,718478,655573,655573,P30,
660708403,SOCIEDAD EDUCATIVA DE LAS ARTES INC,,URB LAS LOMAS CALLE 29 S780,SAN JUAN,PR,00921-0000,0000,03,3,1200,201803,1,15,000000000,1,01,,0,0,02,0,12,,,,A60,MANUEL MORAN CEO
660708492,SANTUARIO CANITA DE LA DIVINA MISENCORDIA,% CARMEN CINTRON GARCIA,PO BOX 366988,SAN JUAN,PR,00936-6988,0000,03,3,1400,201505,1,15,000000000,1,01,201812,4,3,01,0,12,136379,97000,97000,D20,
660708629,ORDER OF MALTA INC FKA OUR LADY PEACE INC,,7200 REGATTA POINT UNIT 6-D,ST THOMAS,VI,00802-2717,0000,03,3,1700,201805,1,15,000000000,1,01,201912,3,3,02,0,12,41059,39529,24018,L41,
660708638,ST JOHN MISSIONARY BAPTIST CHURCHES INC,% CALVARY BAPTIST CHURCH,PO BOX 568,ST JOHN,VI,00831-0568,0000,03,3,7000,200812,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660708754,IGLESIA CRISTIANA MANANTIAL DE AMOR,,UNB CAMPO REAL 24,LAS PIEDRAS,PR,00771-0000,2046,03,9,7000,196911,1,10,001000000,5,01,,0,0,06,0,12,,,,,
660708877,ARTE FITS FOUNDATION INC,,PO BOX 190538,SAN JUAN,PR,00919-0538,0000,03,3,1000,201906,1,04,000000000,1,01,201812,1,3,00,1,12,9689,77220,,A90,
660709725,A TASTE OF ST CROIX INC,% COLLIN HODGE,PO BOX 25122,CHRISTIANSTED,VI,00824-1122,0000,03,3,1000,200912,1,15,000000000,1,01,201812,2,4,01,0,12,21456,104562,104562,A23,
660709814,IGLESIA UNITY ESTRELLA DE ORACION,% NOEMI GONZALES-ARROYO,PO BOX 1457,AGUADA,PR,00602-1457,2062,03,9,2700,197002,1,10,059029000,5,01,,0,0,06,0,12,,,,,
660709894,ASOCIACION CIVICA CULTURAL Y DEPORTIVA RIO JUEYANA INC,% RAMON LUIS VAZQUEZ,PO BOX 1244,COAMO,PR,00769-1244,0000,03,3,1000,201904,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,T50,
660709910,ACUEDUCTO RURAL COMUNIDAD LIMANI INC,% JARYNETH JIMENEZ RIVERA,HC 1 BOX 4472,ADJUNTAS,PR,00601-9418,0000,03,3,6000,201905,1,04,000000000,1,01,,0,0,00,1,12,,,,W80,
660710156,CRIME STOPPERS USVI,,PO BOX 176,CHRISTIANSTED,VI,00821-0176,0000,03,3,1200,200904,1,16,000000000,1,01,201912,4,3,01,0,12,224171,52217,52217,M12,
660710366,ALPHA PHI OMEGA,% INTERAMERICAN UNIVERSITY,PO BOX 1912,SAN JUAN,PR,00919-0000,1113,03,9,1000,196606,1,16,036000000,5,01,201912,0,0,02,0,12,0,0,0,B83,OMEGA RHO CHAPTER
660710860,CORAL FILARMONICA DE SAN JUAN,% DEBORAH ARUS,PO BOX 19898,SAN JUAN,PR,00910-1898,0000,03,3,1000,201005,1,16,000000000,1,01,201912,2,2,02,0,12,20051,24234,24234,A6B,
660711307,AMERICA DEVELOPING SMILES DE PUERTO RICO,% MARIANGEL GONZALEZ,URB IND VICTOR FERNANDEZ CALLE 3 34,SAN JUAN,PR,00926-0000,0000,03,3,1200,201111,1,15,000000000,1,01,201812,1,0,02,0,12,4530,0,0,B90,
660711321,GOOD NEWS CHURCH OF SAIPAN INC,,PO BOX 506691,SAIPAN,MP,96950-4340,0000,03,3,7000,201104,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660711334,CHILDRENS ZONE INC,% BRENDA LEE CLAUDIO CAPO,H234 CALLE SOFIA,BAYAMON,PR,00956-2841,0000,03,3,1200,201908,1,15,000000000,1,01,,0,0,01,0,12,,,,P33,
660711535,CNMI MISSION AVIATION ORGANIZATION INC,,PO BOX 503581,SAIPAN,MP,96950-3581,0000,03,3,7120,201108,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660712271,HOSPITAL EPISCOPAL SAN LUCAS DEL ESTE INC,% JOSE MARTINO,PO BOX 336810,PONCE,PR,00733-6810,0000,03,3,1000,200812,1,12,000000000,1,01,201912,0,0,02,0,12,0,0,0,E20,
660712344,INSTITUTO DE FORMACION LITERARIA INC,% NA,PO BOX 193195,SAN JUAN,PR,00919-3195,0000,03,3,1000,201007,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,P20,
660713442,INCUBADORA MICROEMPRESA BIEKE INC,% NILDA MEDINA DIAZ,PO BOX 1424,VIEQUES,PR,00765-1424,0000,03,3,1000,200911,1,15,000000000,1,01,201812,4,4,01,0,12,306926,423146,423146,S32,
660713524,LASH ENTERTAINMENT,% SAMANTHA HARLOW,PO BOX 2526,KINGSHILL,VI,00851-2526,0000,04,3,3000,200903,2,00,000000000,1,01,201909,0,0,02,0,09,0,0,0,A20,
660714243,FRIENDS OF THE CRIME LAB INC,% SHARON L ISHIZAKI,260 CLUB HOUSE DR,YONA,GU,96915-4952,0000,03,3,2000,201009,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,B99,
660714639,NORTHERN MARIANAS TRADE INSTITUTE,% ANTHONY PELLEGRINO,PO BOX 504880,SAIPAN,MP,96950-4310,0000,03,3,2000,201706,1,11,000000000,1,01,201809,5,6,01,0,09,709805,1165888,1165888,B30,
660714669,CORPORACION EL PUNTO EN LA MONTANA,% IVETTE RODRIGUEZ,PO BOX 30183,SAN JUAN,PR,00929-1183,0000,03,3,2000,201905,1,15,000000000,1,01,201812,4,4,01,0,12,102842,116826,116826,G81,
660714811,FOFO COUNTY COALITION,% DANIEL KING,PAGO PAGO AS 96799,PARAGUAY,,00000-0000,0000,03,3,1200,201111,1,15,000000000,1,01,201809,0,0,02,0,09,0,0,0,F01,
660715589,CONCERNED RESIDENTS FOR IMPROVEMENT INC,% ANA SONIA VENTURA,PO BOX 97,VIEQUES,PR,00765-0097,0000,03,3,1200,201209,1,15,000000000,1,01,201812,3,3,01,0,12,95558,50042,50042,B90,
660716351,IEM ROSA DE SARON,,HC 2 BOX 4638,SABANA HOYOS,PR,00688-9575,2046,03,9,7000,196911,1,10,000000000,5,01,,0,0,06,0,12,,,,,
660716353,IGLESIA DE RESTAURACION JEHOVA YIREH,,HC 72 BOX 3766-306,NARANJITO,PR,00719-0000,2046,03,9,7000,196911,1,10,000000000,5,01,,0,0,06,0,12,,,,,
660716909,COMUNIDAD ALTURA DE COLLORES INC,,HC 2 BOX 7991,JAYUYA,PR,00664-9651,0000,03,3,1600,201811,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,W80,
660717096,SANTUARIO DE ANIMALES SAN FRANCISCO DE ASIS INC,,PO BOX 566,CABO ROJO,PR,00623-0566,0000,03,3,4000,201409,1,15,000000000,1,01,201712,4,4,01,0,12,128324,260310,260310,D20,
660717189,MANU ATELE COALITION INC,% LENA GOODALL,PAGO PAGO AMERICAN SAMOA 96799,SAMOA,,00000-0000,0000,03,3,1200,201904,1,16,000000000,1,01,201912,0,0,01,0,12,0,0,0,S21,MANUA TELE DRUG FEE COALITION
660717631,KEAN BAND BOOSTERS INC,% DIONNE DONADELLE,PO BOX 596,ST THOMAS,VI,00804-0596,0000,03,3,1000,201910,1,15,000000000,1,01,,0,0,02,0,12,,,,B94,
660718644,PSI CHI THE NATIONAL HONOR SOCIETY IN PSYCOLOGY,% BERNADETTE DELGADO,CELIS BUILDING SUITE 303,MOZAMBIQUE,PR,00681-0000,1400,03,9,2000,195712,1,16,059036000,5,01,202006,0,0,02,0,06,0,0,0,,UNIVERSITY OF PUERTO RICO MAYAGUEZ
660718884,MY BROTHERS WORKSHOP,% ERIKA KELLERHALS,PO BOX 301769,ST THOMAS,VI,00803-1769,0000,03,3,2100,201307,1,15,000000000,1,01,201912,5,6,01,0,12,842415,1723842,1718997,B60,
660719172,COLEGIO DE APRENDIZAJE Y DESAROLLO INTEGRADO CORP,% NYDIA HERNANDEZ RIVERA,PO BOX 578,MOCA,PR,00676-0578,0000,03,3,1000,201406,1,11,000000000,1,01,201912,6,6,01,0,12,3619288,2183483,2183483,B99,CARLOS A VALE COLON
660719546,ALEGA PRESERVATION INSTITUTE,,LOCAL,CANADA,,00000-0000,0000,03,3,2000,201803,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,A20,
660719769,EVER GREEN CHURCH INC,,PO BOX 502960,SAIPAN,MP,96950-2960,0000,03,3,7100,201206,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660720452,CORE TECH FOUNDATION INC,,388 S MARINE CORPS DR STE 400,TAMUNING,GU,96913-3937,0000,03,3,1000,201802,1,15,000000000,1,01,201912,1,3,01,0,12,1770,92219,92219,,
660720625,DISABLED AMERICAN VETERANS AUXILIARY INC,% ANA I LOZANO PAGAN,PO BOX 385,NAGUABO,PR,00718-0385,2473,04,9,1000,197310,1,00,000000000,5,01,202006,0,0,02,0,06,0,0,0,,7 FAJARDO
660720680,BUSINESSWOMAN OF THE YEAR INC,,400 RT 8,MAITE,GU,96910-2027,0000,03,3,1000,201012,1,16,000000000,1,01,201812,2,3,01,0,12,16564,55754,20009,B82,
660720910,ALL SATOS RESCUE INCORPORATED,,212 CALLE EMANUELLI,SAN JUAN,PR,00917-4104,0000,03,3,1000,201004,1,15,000000000,1,01,201812,3,4,01,0,12,86563,351630,351630,D20,
660721939,TECHNOLOGY AND EDUCATION CENTER FOR RENEWABLE ENERGY,% TECRE,PO BOX 9023324,SAN JUAN,PR,00902-3324,0000,03,3,1280,202005,1,16,000000000,1,01,,0,0,02,0,12,,,,U20,TECRE CORP
660722017,ALBERGUE LA PROVIDENCIA PARA EL BIENESTAR SOCIAL,% FRANCISCO GARCIA CERVERA,PO BOX 10142,PONCE,PR,00732-0142,0000,03,3,1000,201107,1,15,000000000,1,01,201812,1,3,02,0,12,1039,44423,44423,P72,
660722215,TEMPLE PENTECOSTAL LA HERMOSA,% DIEGO NEGRON,CALLE SANTIAGO IGLESIAS 205,ARECIBO,PR,00612-0000,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,03,,,,,
660722490,YEDAM MISSION CENTER,,PO BOX 505899,SAIPAN,MP,96950-4327,0000,03,3,2000,201109,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,YEDAM MISSION CENTER
660722849,SAIPAN JESUS LOVE CHURCH,,PO BOX 10000 PMB 603,SAIPAN,MP,96950-8900,0000,03,3,7000,201001,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,ON NOO RI CHURCH
660722922,SHALOM CHURCH,% SEA YOUNG KIM,PO BOX 7126,SAIPAN,MP,96950-7126,0000,03,3,7000,201003,1,10,000000000,1,01,201812,3,3,06,0,12,65395,52388,52388,X21,
660723005,GRUPO DE APOYO NINOS Y ADOLECENTES EN REUMATOLOGIA G A N A R,% G A N A R INC,PO BOX 195206,SAN JUAN,PR,00919-5206,0000,03,3,2000,201012,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,G51,
660723251,SOLO POR HOY,% BELINDA HILL,1716 CALLE SANTA INES,SAN JUAN,PR,00921-3725,0000,03,3,1000,201004,1,15,000000000,1,01,201812,4,5,01,0,12,374336,704701,704701,I31,
660723773,SUNSHINE FOUNDATION,% DAVID JOHNSON,4220 LAGRANDE PRINCESS,CHRISTIANSTED,VI,00820-0000,0000,03,3,1000,200910,1,15,000000000,2,01,201712,1,3,02,0,12,9269,45928,45928,D40,
660723962,HOPE HOUSE,% BISHOP-DIOCESE OF SAMOA PAGO,PO BOX 596,PAGO PAGO,AS,96799-0596,0928,03,9,7000,194603,1,10,031150120,5,01,,0,0,06,0,12,,,,,
660723985,FUNDACION CAUSA EN ACCION,,HUMACAO PR 00792,CANADA,,00000-0000,0000,03,3,1000,201510,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,X99,
660724358,AUTISM SOCIETY OF THE CNMI,% ROMEO CUELLAR,SAIPAN MP 96950-3529,MAURITIUS,,00000-0000,0000,03,3,1200,201712,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,P80,
660724865,FUNDACION ANIMALES MERECEN AMOR Y RESPETO AMAR INC,% GRISELLE SAN INOCENCIO,PO BOX 361173,SAN JUAN,PR,00936-1173,0000,03,3,1240,201512,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,D20,
660725105,INSTITUTO NUEVA ESCUELA,% YMA N RIOS,AVE PONCE DE LEON 1101,SAN JUAN,PR,00926-0000,0000,03,3,2000,201107,1,15,000000000,1,01,201906,6,7,01,0,06,2427572,6576349,6576349,B90,
660725158,PUERTO RICO COMMUNITY HOUSING DEVELOPMENT INC,,RR 3 BOX 3724,SAN JUAN,PR,00926-9612,0000,03,3,1000,201005,1,15,000000000,1,01,201812,7,2,02,0,12,5972860,15516,15516,L21,
660725543,INITIATIVE FOR INDEPENDENT SCHOOLING IN PUERTO RICO INC,,PO BOX 6161,AGUADILLA,PR,00604-2200,0000,03,3,2000,201004,1,11,000000000,1,01,201912,3,4,01,0,12,74218,297669,297669,B21,
660725962,SAIPAN BAITUS SALAM JAM-E-MASJID INC,,PO BOX 503708,SAIPAN,MP,96950-3708,0000,03,3,7000,201501,1,10,000000000,1,01,,0,0,06,0,12,,,,X99,
660726113,FUNDACION PUERTORRIQUENA DE ENFERMEDADES REUMATICAS INC,,PO BOX 10531,SAN JUAN,PR,00922-0531,0000,03,3,2000,201802,1,15,000000000,1,01,201812,3,4,01,0,12,85914,168133,168133,E70,
660726399,CARLOS BELTRAN BASEBALL ACADEMY INC,,PO BOX 1115,FLORIDA,PR,00650-1115,0000,03,3,2000,201408,1,11,000000000,1,01,201912,6,6,01,0,12,3668563,1733888,1733888,N63,
660726708,COMMONWEALTH CANCER ASSOCIATION INC,% ALEXANDER A SABLAN,PO BOX 5665,SAIPAN,MP,96950-5555,0000,03,3,1000,202001,1,15,000000000,1,01,201812,5,5,01,0,12,664239,519102,519102,G30,
660726896,ASSOCIATION OF FUNDRAISING PROFESSIONALS,% CHAPTER SERVICES DEPARTMENT,1760 CALLE LOIZA APT 504,SAN JUAN,PR,00911-1802,3237,03,9,2000,198709,1,16,000000000,5,01,201912,0,0,02,0,12,0,0,0,,PUERTO RICO CHAPTER
660726999,MILITARY ORDER OF THE PURPLE HEART OF THE USA,% JOSE RIVERA,PMB 324 B5 TABNUCO ST 216,GUAYNABO,PR,00968-0000,1495,19,9,1000,196008,1,00,908907000,5,01,201912,0,0,02,0,12,0,0,0,,DEPT OF CARRIBEAN
660727001,MILITARY ORDER OF THE PURPLE HEART OF THE USA,% ANGEL APONTE,PMB 324 B5 TABONUCO 216,GUAYNABO,PR,00968-0000,1495,19,9,1000,196008,1,00,908907000,5,01,201912,0,0,02,0,12,0,0,0,,0661 CHAPTER
660727004,MILITARY ORDER OF THE PURPLE HEART OF THE USA,% RICHARD LOPEZ-LUGO,PO BOX 1086,YAUCO,PR,00698-1086,1495,19,9,1000,196008,1,00,908907000,5,01,201912,0,0,02,0,12,0,0,0,,0662 CHAPTER
660727042,KINESIS INC,,101 CALLE SAN ROBERTO,SAN JUAN,PR,00926-0000,0000,03,3,1200,201003,1,04,000000000,1,25,201706,8,7,00,1,06,14335449,7322464,,T20,
660727301,FUNDACION DR CARLOS LOPEZ SOMOLINOS INC,,PMB 330-425 CARR 693,DORADO,PR,00646-0000,0000,03,3,1000,201308,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,B82,
660727624,VET FOR STRAYS,% VICTOR OPPENHEIMER,4003 CALLE CARLOS CARTAGENA,PONCE,PR,00717-0328,0000,03,3,1000,201708,1,15,000000000,1,01,201812,1,1,02,0,12,2308,4495,4495,D20,
660727672,MONUMENTO NACIONAL HISTORICO SAN GERMAN DE AUXERRE,% ANDRES IRIZARRY RUIZ,4 STR B6 URB EL CONVENTO,SAN GERMAN,PR,00683-0000,0000,03,3,2000,201105,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,A54,
660727883,CENTRO ISLAMICO DE ARECIBO INC,,PO BOX 1249,HATILLO,PR,00659-1249,0000,03,3,7000,201601,1,10,000000000,1,01,201812,4,1,06,0,12,202240,2493,2493,X40,
660728293,DMPA CORP,% ROHEMIR RAMIREZ,PO BOX 30518,SAN JUAN,PR,00929-1518,0000,03,3,1200,201702,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,W70,MENTES PUERTORRIQUENAS EN ACCION
660729110,FAVOR PRESBYTERIAN CHURCH OF SAIPAN,,PO BOX 505719,SAIPAN,MP,96950-4324,0000,03,3,7100,201211,1,10,000000000,1,01,,0,0,06,0,12,,,,X99,FAVOR PRESBYTERIAN CHURCH OF SAIPAN
660729493,FUNDACION A-MAR BARA NINOS QUEMADOS,% BONNIE GUZMAN,PO BOX 193652,SAN JUAN,PR,00919-3652,0000,03,3,1000,201403,1,15,000000000,1,01,201812,4,4,01,0,12,197165,352189,352189,E86,BONNIE GUZMAN PRESIDENT
660729908,ROTARY SUNRISE CHARITABLE FUND INC,% ERIKA A KELLERHALS PC,PO BOX 302767,ST THOMAS,VI,00803-0000,0000,03,3,1000,201008,1,16,000000000,1,01,201906,0,0,02,0,06,0,0,0,B82,
660730461,CUIDADOS DE SALUD Y SERVICIOS EN EL HOGAR INC,% MATILDE CARDONA,PO BOX 2272,MAYAGUEZ,PR,00681-2272,0000,03,3,1000,201402,1,15,000000000,1,01,201806,0,0,02,0,06,0,0,0,E92,CUSASEH
660730693,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% ETHY BRAZIER,CHARLOTTE AMALIE VIRGIN ISLANDS 008,BRITISH VIRGIN ISLANDS,,00000-0000,0239,04,9,3000,194012,2,00,911520000,5,01,201706,0,0,02,0,06,0,0,0,,14371 CHARLOTTE AMALIE ST THOMAS
660730694,CASTLE ZION CHURCH INC,,PO BOX 26637,BARRIGADA,GU,96921-6637,0000,03,3,7000,201003,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
660730779,ATENAS COMMUNITY HEALTH CENTER ACHC INC,,PO BOX 455,MANATI,PR,00674-0455,0000,03,3,1000,201411,1,12,000000000,1,01,201906,4,6,01,0,06,364223,3828674,3828674,E210,
660731022,IGLESIA PENTECOSTAL EL JARDIN DE DIOS,,PO BOX 35000,CANOVANAS,PR,00729-0014,2046,03,9,7000,196911,1,10,001000000,5,01,,0,0,01,0,12,,,,,
660731242,IEM EBENEZER INC,,HC 1 BOX 6323,SABANA HOYOS,PR,00688-8624,2046,03,9,7000,196911,1,10,000000000,5,01,,0,0,06,0,12,,,,,
660731885,INTERCAMBIOS PUERTO RICO INC,,F26 CALLE ROUND,FAJARDO,PR,00738-3335,0000,03,3,2000,201202,1,15,000000000,1,01,201806,4,4,01,0,06,131611,390987,390987,E70,
660732176,ABRIENDO PUERTAS AL FUTURO INC,,PO BOX 8622,BAYAMON,PR,00960-8622,0000,03,3,1200,201103,1,15,000000000,1,01,201908,2,2,02,0,08,10296,12648,12648,P82,
660733136,INTEGRITY WOMEN IN BUSINESS CENTE,,2019 MOUNT WELCOME,CHRISTIANSTED,VI,00820-4680,0000,03,3,2000,201508,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,S40,ABBELLE BAKR PRESIDENT
660733345,ISLAND SUCCESS THROUGH LEARNING,% C/O LEONARD STOHR,PMB617 535 CHN RAMON HAYA SUITE 116,YIGO,GU,96929-0000,0000,03,3,1000,201402,1,15,000000000,1,01,202012,0,0,02,0,12,0,0,0,B19,
660733558,GENERAL COUNCIL OF THE ASSEMBLIES OF GOD OF THE NMI,% RAYMOND KINSELLA,PO BOX 502140,SAIPAN,MP,96950-2140,0000,03,3,7000,201101,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660734056,TOUCHPOINT CHURCH OF GOD,% ANDREW JAVIER,PO BOX 20850,BARRIGADA,GU,96921-0850,1489,03,9,7000,196007,1,10,001268000,1,01,,0,0,06,0,12,,,,,
660734425,OBOE MOBILE FOUNDATION INC,,PO BOX 195094,SAN JUAN,PR,00919-5094,0000,03,3,2000,201507,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,A68,
660734471,MARIANAS CHRISTIAN CHURCH,,PO BOX 8091,SAIPAN,MP,96950-8091,0000,03,3,7000,201410,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660734861,ERICAS HOUSE,% KAREN CARPENTER,PO BOX 21263,BARRIGADA,GU,96921-1263,0000,03,3,1000,201412,1,15,000000000,1,01,201809,4,4,01,0,09,160028,333479,333479,P62,
660735422,CHRISTIAN BIBLE FELLOWSHIP CHURCH,% ANGELITO PAGALA ROLE,PO BOX 7274,SAIPAN,MP,96950-7274,0000,03,3,7000,201407,1,10,000000000,5,01,,0,0,06,0,12,,,,X20,
